Timestamp;p227;p235;PUMP_1
2019-01-01 09:20:00;108,03;109,36;0
2019-01-01 09:25:00;94,96;94,29;0
2019-01-01 09:30:00;95,61;96,95;0
2019-01-01 09:35:00;98,18;99,25;0
2019-01-01 09:40:00;100,67;104,28;0
2019-01-01 09:45:00;93,27;94,26;0
2019-01-01 09:50:00;102,91;102,37;0
2019-01-01 09:55:00;97,53;98,44;0
2019-01-01 10:00:00;97,54;96,92;0
2019-01-01 10:05:00;97,83;101,89;0
2019-01-01 10:10:00;101,74;104,63;0
2019-01-01 10:15:00;104,05;103;0
2019-01-01 10:20:00;103,38;102,58;0
2019-01-01 10:25:00;98,79;102,81;0
2019-01-01 10:30:00;103;104,79;0
2019-01-01 10:35:00;95,93;93,63;0
2019-01-01 10:40:00;107,5;107,54;0
2019-01-01 10:45:00;102,18;104,89;0
2019-01-01 10:50:00;109,31;111,07;0
2019-01-01 10:55:00;92,71;94,91;0
2019-01-01 11:00:00;101,99;101,87;0
2019-01-01 11:05:00;101,94;101,82;0
2019-01-01 11:10:00;104,12;105,71;0
2019-01-01 11:15:00;102,04;106,17;0
2019-01-01 11:20:00;117,92;118,11;0
2019-01-01 11:25:00;105,13;106,28;0
2019-01-01 11:30:00;91,06;93,39;0
2019-01-01 11:35:00;97,63;97,32;0
2019-01-01 11:40:00;106,13;105,54;0
2019-01-01 11:45:00;96,05;96,82;0
2019-01-01 11:50:00;113,67;113,84;0
2019-01-01 11:55:00;108,07;107,07;0
2019-01-01 12:00:00;103,2;106,94;0
2019-01-01 12:05:00;101,63;103,76;0
2019-01-01 12:10:00;98,05;96,72;0
2019-01-01 12:15:00;96,36;99,41;0
2019-01-01 12:20:00;101,99;101,01;0
2019-01-01 12:25:00;93,61;90,99;0
2019-01-01 12:30:00;99,16;98,66;0
2019-01-01 12:35:00;106,09;108,61;0
2019-01-01 12:40:00;102,47;105,23;0
2019-01-01 12:45:00;96,17;97,52;0
2019-01-01 12:50:00;103,85;105,06;0
2019-01-01 12:55:00;104,69;107,9;0
2019-01-01 13:00:00;95,79;98,88;0
2019-01-01 13:05:00;96,12;93,47;0
2019-01-01 13:10:00;94,08;98,28;0
2019-01-01 13:15:00;94,98;95,16;0
2019-01-01 13:20:00;99,43;100,51;0
2019-01-01 13:25:00;104,02;105,86;0
2019-01-01 13:30:00;95,39;96,02;0
2019-01-01 13:35:00;97,19;98,42;0
2019-01-01 13:40:00;100,87;103,05;0
2019-01-01 13:45:00;92,22;95,93;0
2019-01-01 13:50:00;96,87;100,23;0
2019-01-01 13:55:00;99,39;101,93;0
2019-01-01 14:00:00;116,6;118,84;44,09
2019-01-01 14:05:00;118,77;122,47;44,09
2019-01-01 14:10:00;111,2;112,62;44,13
2019-01-01 14:15:00;122,6;123,79;44,06
2019-01-01 14:20:00;114,88;118,86;44,09
2019-01-01 14:25:00;119,23;122,44;44,07
2019-01-01 14:30:00;117,76;122,39;44,07
2019-01-01 14:35:00;117,37;121,8;44,07
2019-01-01 14:40:00;108,68;109,57;44,13
2019-01-01 14:45:00;109,81;113,75;44,11
2019-01-01 14:50:00;100,43;100,08;44,17
2019-01-01 14:55:00;117,99;120,18;44,07
2019-01-01 15:00:00;119,43;123,69;44,06
2019-01-01 15:05:00;109,06;113,34;44,11
2019-01-01 15:10:00;111,92;113,14;44,1
2019-01-01 15:15:00;109,16;114,84;44,11
2019-01-01 15:20:00;110,63;111,1;44,11
2019-01-01 15:25:00;117,9;120,89;44,06
2019-01-01 15:30:00;114,69;118,49;44,07
2019-01-01 15:35:00;107,08;110,1;44,12
2019-01-01 15:40:00;108,42;111,24;44,11
2019-01-01 15:45:00;107,52;111,27;44,1
2019-01-01 15:50:00;109,56;116,71;44,09
2019-01-01 15:55:00;101,55;102,48;44,14
2019-01-01 16:00:00;106,55;108,72;44,11
2019-01-01 16:05:00;107,34;113,3;44,1
2019-01-01 16:10:00;103,63;106,22;44,12
2019-01-01 16:15:00;106,58;109,67;44,11
2019-01-01 16:20:00;107,49;111,19;44,1
2019-01-01 16:25:00;108,98;113,03;44,08
2019-01-01 16:30:00;107,28;110,91;44,09
2019-01-01 16:35:00;106,24;111,87;44,09
2019-01-01 16:40:00;103,68;107,27;44,11
2019-01-01 16:45:00;116,92;119,22;44,04
2019-01-01 16:50:00;106,48;110,01;44,09
2019-01-01 16:55:00;109,56;113,58;44,07
2019-01-01 17:00:00;105,07;110,48;44,09
2019-01-01 17:05:00;106,76;111,98;44,08
2019-01-01 17:10:00;113,87;116,44;44,05
2019-01-01 17:15:00;107,8;107,93;44,09
2019-01-01 17:20:00;107,03;107,91;44,08
2019-01-01 17:25:00;107,37;111,51;44,07
2019-01-01 17:30:00;116,11;115,37;44,03
2019-01-01 17:35:00;107,19;106,43;44,08
2019-01-01 17:40:00;99,53;101,83;44,11
2019-01-01 17:45:00;114,78;118,72;44,02
2019-01-01 17:50:00;109,15;111,73;44,05
2019-01-01 17:55:00;110,59;114,36;44,04
2019-01-01 18:00:00;115,32;117,97;44,02
2019-01-01 18:05:00;110,96;112,99;44,04
2019-01-01 18:10:00;111,73;113,14;44,04
2019-01-01 18:15:00;113,38;117,62;44,02
2019-01-01 18:20:00;108,2;113,92;44,05
2019-01-01 18:25:00;114,32;118,45;44,01
2019-01-01 18:30:00;109,51;113,96;44,03
2019-01-01 18:35:00;112,78;115,77;44,02
2019-01-01 18:40:00;106,7;110,73;44,04
2019-01-01 18:45:00;109,43;113,1;44,03
2019-01-01 18:50:00;113,62;118,12;44
2019-01-01 18:55:00;114,32;117,92;44
2019-01-01 19:00:00;106,99;109,2;44,04
2019-01-01 19:05:00;112,92;115,81;44
2019-01-01 19:10:00;111,4;111,38;44,02
2019-01-01 19:15:00;114,35;119,78;43,99
2019-01-01 19:20:00;108,48;111,82;44,02
2019-01-01 19:25:00;118,02;117,35;43,98
2019-01-01 19:30:00;110,97;113,23;44
2019-01-01 19:35:00;117,66;124,03;43,96
2019-01-01 19:40:00;114,74;117,54;43,98
2019-01-01 19:45:00;113,85;113,87;43,99
2019-01-01 19:50:00;114,03;117,04;43,98
2019-01-01 19:55:00;113,52;115,43;43,98
2019-01-01 20:00:00;111,11;113,75;44
2019-01-01 20:05:00;114,74;114,79;43,98
2019-01-01 20:10:00;112,28;113,49;43,99
2019-01-01 20:15:00;117,3;120,37;43,95
2019-01-01 20:20:00;106,59;109,3;44,02
2019-01-01 20:25:00;113,52;120,02;43,96
2019-01-01 20:30:00;108,34;110,43;44
2019-01-01 20:35:00;107,48;109,51;44
2019-01-01 20:40:00;110,64;115,94;43,97
2019-01-01 20:45:00;115,87;115,54;43,96
2019-01-01 20:50:00;116,38;116,66;43,96
2019-01-01 20:55:00;112,58;114,91;43,97
2019-01-01 21:00:00;110,29;115,32;43,97
2019-01-01 21:05:00;108,1;112,76;43,99
2019-01-01 21:10:00;111,25;115,51;43,96
2019-01-01 21:15:00;113,21;115,29;43,96
2019-01-01 21:20:00;113,95;114,35;43,95
2019-01-01 21:25:00;117,03;117,61;43,94
2019-01-01 21:30:00;114,61;115,88;43,95
2019-01-01 21:35:00;120,04;119,63;43,91
2019-01-01 21:40:00;112,01;115;43,96
2019-01-01 21:45:00;114,1;115,74;43,95
2019-01-01 21:50:00;111,95;113,34;43,95
2019-01-01 21:55:00;108,04;108,45;43,97
2019-01-01 22:00:00;108,6;110,87;43,97
2019-01-01 22:05:00;110,56;112,97;43,95
2019-01-01 22:10:00;110,63;114,08;43,95
2019-01-01 22:15:00;101,25;103,01;44
2019-01-01 22:20:00;103,57;106,51;43,99
2019-01-01 22:25:00;102,01;104,3;43,99
2019-01-01 22:30:00;106,42;110,97;43,96
2019-01-01 22:35:00;93,68;97,17;44,03
2019-01-01 22:40:00;103,97;106,55;43,97
2019-01-01 22:45:00;106,02;105,95;43,98
2019-01-01 22:50:00;97,53;98,76;44,01
2019-01-01 22:55:00;98,71;102,89;44
2019-01-01 23:00:00;100,1;102,22;43,99
2019-01-01 23:05:00;97,07;100,14;44,01
2019-01-01 23:10:00;95,8;96,73;44,01
2019-01-01 23:15:00;98,23;102,6;43,99
2019-01-01 23:20:00;94,44;96,37;44,01
2019-01-01 23:25:00;94,06;97,14;44,01
2019-01-01 23:30:00;93,67;97,61;44,01
2019-01-01 23:35:00;89,23;92,71;44,03
2019-01-01 23:40:00;89,75;93,92;44,02
2019-01-01 23:45:00;88,9;91,66;44,03
2019-01-01 23:50:00;87,92;89,53;44,03
2019-01-01 23:55:00;91,52;95,27;44,01
2019-01-02 00:00:00;86,23;88,42;44,03
2019-01-02 00:05:00;86,72;88,39;44,03
2019-01-02 00:10:00;84,41;85,85;44,05
2019-01-02 00:15:00;89,52;91,64;44,02
2019-01-02 00:20:00;82,51;84,99;44,04
2019-01-02 00:25:00;82,33;82,46;44,05
2019-01-02 00:30:00;83,14;85,79;44,03
2019-01-02 00:35:00;77,71;79,27;44,06
2019-01-02 00:40:00;80,07;82,88;44,05
2019-01-02 00:45:00;82,78;86,1;44,03
2019-01-02 00:50:00;74,11;74,41;44,07
2019-01-02 00:55:00;75,56;75,43;44,06
2019-01-02 01:00:00;74,92;75,9;44,06
2019-01-02 01:05:00;69,2;72,97;44,08
2019-01-02 01:10:00;68,89;70,13;44,08
2019-01-02 01:15:00;68,8;70,22;44,08
2019-01-02 01:20:00;69,26;72,65;44,07
2019-01-02 01:25:00;66,32;69,16;44,08
2019-01-02 01:30:00;69,34;71,62;44,06
2019-01-02 01:35:00;68,04;71,93;44,07
2019-01-02 01:40:00;64,2;66;44,08
2019-01-02 01:45:00;63,1;64,55;44,08
2019-01-02 01:50:00;61,19;62,1;44,09
2019-01-02 01:55:00;61,49;62,43;44,08
2019-01-02 02:00:00;59,62;60,7;44,09
2019-01-02 02:05:00;61,54;64,17;44,07
2019-01-02 02:10:00;61,36;64,17;44,07
2019-01-02 02:15:00;58,74;60,86;44,08
2019-01-02 02:20:00;58,41;59,61;44,08
2019-01-02 02:25:00;57,91;60,75;44,08
2019-01-02 02:30:00;58,88;60,26;44,07
2019-01-02 02:35:00;55,96;57,89;44,07
2019-01-02 02:40:00;56,5;58,87;44,07
2019-01-02 02:45:00;55,11;55,85;44,07
2019-01-02 02:50:00;55,99;57,81;44,06
2019-01-02 02:55:00;54,56;56,43;44,07
2019-01-02 03:00:00;55,5;57,22;44,06
2019-01-02 03:05:00;53,6;54,59;44,06
2019-01-02 03:10:00;52,86;55,58;44,06
2019-01-02 03:15:00;52,69;54,66;44,06
2019-01-02 03:20:00;52,84;53,74;44,06
2019-01-02 03:25:00;53,7;53,85;44,05
2019-01-02 03:30:00;32,63;32,82;0
2019-01-02 03:35:00;32,85;33,36;0
2019-01-02 03:40:00;32,79;33,33;0
2019-01-02 03:45:00;33,09;32,87;0
2019-01-02 03:50:00;29,29;29,05;0
2019-01-02 03:55:00;31,16;31,39;0
2019-01-02 04:00:00;30,2;30,08;0
2019-01-02 04:05:00;31,27;30,22;0
2019-01-02 04:10:00;30,18;30,45;0
2019-01-02 04:15:00;29,52;29,39;0
2019-01-02 04:20:00;29,51;29,3;0
2019-01-02 04:25:00;31,06;29,87;0
2019-01-02 04:30:00;31,98;32,08;0
2019-01-02 04:35:00;29,5;27,31;0
2019-01-02 04:40:00;31,61;30,46;0
2019-01-02 04:45:00;31,47;31,54;0
2019-01-02 04:50:00;31,29;31,27;0
2019-01-02 04:55:00;31,03;31,24;0
2019-01-02 05:00:00;30,36;29,6;0
2019-01-02 05:05:00;32,97;32,25;0
2019-01-02 05:10:00;30,79;30,45;0
2019-01-02 05:15:00;34,23;33,82;0
2019-01-02 05:20:00;32,97;32,81;0
2019-01-02 05:25:00;35,56;34,68;0
2019-01-02 05:30:00;33,85;33,67;0
2019-01-02 05:35:00;35,69;35,85;0
2019-01-02 05:40:00;40,99;39,78;0
2019-01-02 05:45:00;38,3;37,92;0
2019-01-02 05:50:00;41,65;40,48;0
2019-01-02 05:55:00;46,26;46,54;0
2019-01-02 06:00:00;52,26;49,76;0
2019-01-02 06:05:00;52,67;52,85;0
2019-01-02 06:10:00;54,55;54,16;0
2019-01-02 06:15:00;58,96;57,24;0
2019-01-02 06:20:00;66,04;64,1;0
2019-01-02 06:25:00;65,3;66,38;0
2019-01-02 06:30:00;68,82;67,99;0
2019-01-02 06:35:00;70,97;69,61;0
2019-01-02 06:40:00;71,98;71,01;0
2019-01-02 06:45:00;73,76;74,41;0
2019-01-02 06:50:00;74,72;72,13;0
2019-01-02 06:55:00;80,04;80,09;0
2019-01-02 07:00:00;83,78;83,55;0
2019-01-02 07:05:00;84,92;85,49;0
2019-01-02 07:10:00;87,82;86,54;0
2019-01-02 07:15:00;92,72;90,52;0
2019-01-02 07:20:00;97,19;95,53;0
2019-01-02 07:25:00;91,67;92,05;0
2019-01-02 07:30:00;87,15;87,46;0
2019-01-02 07:35:00;98,35;96,28;0
2019-01-02 07:40:00;94,88;95,52;0
2019-01-02 07:45:00;99,8;98,94;0
2019-01-02 07:50:00;91,28;93,52;0
2019-01-02 07:55:00;90,09;89,23;0
2019-01-02 08:00:00;94,44;95,76;0
2019-01-02 08:05:00;104,62;103,81;0
2019-01-02 08:10:00;94,91;92,87;0
2019-01-02 08:15:00;95,66;94,81;0
2019-01-02 08:20:00;91,25;93,04;0
2019-01-02 08:25:00;98,77;97,8;0
2019-01-02 08:30:00;95,26;96,58;0
2019-01-02 08:35:00;88,25;86,8;0
2019-01-02 08:40:00;104,32;105,15;0
2019-01-02 08:45:00;108,59;108,44;0
2019-01-02 08:50:00;103,3;102,66;0
2019-01-02 08:55:00;97,44;96,92;0
2019-01-02 09:00:00;103,06;103,29;0
2019-01-02 09:05:00;101,65;103,65;0
2019-01-02 09:10:00;102,06;100,17;0
2019-01-02 09:15:00;106,96;109,68;0
2019-01-02 09:20:00;97,58;97,49;0
2019-01-02 09:25:00;102,7;103,23;0
2019-01-02 09:30:00;105,7;105,25;0
2019-01-02 09:35:00;94,33;95,83;0
2019-01-02 09:40:00;100,45;102,04;0
2019-01-02 09:45:00;106,43;105,15;0
2019-01-02 09:50:00;96,85;98,01;0
2019-01-02 09:55:00;106,29;106,96;0
2019-01-02 10:00:00;100,3;100,56;0
2019-01-02 10:05:00;98,39;100,47;0
2019-01-02 10:10:00;105,81;105,94;0
2019-01-02 10:15:00;109,6;107,64;0
2019-01-02 10:20:00;106,06;107,44;0
2019-01-02 10:25:00;100,98;100,93;0
2019-01-02 10:30:00;97,96;101,16;0
2019-01-02 10:35:00;103,31;100,31;0
2019-01-02 10:40:00;104,8;106,78;0
2019-01-02 10:45:00;108,54;111,09;0
2019-01-02 10:50:00;97,84;99,66;0
2019-01-02 10:55:00;97,44;96,42;0
2019-01-02 11:00:00;94,85;95,1;0
2019-01-02 11:05:00;110,2;109;0
2019-01-02 11:10:00;100,68;100,17;0
2019-01-02 11:15:00;98,49;100,67;0
2019-01-02 11:20:00;99,43;100,39;0
2019-01-02 11:25:00;105,42;105,47;0
2019-01-02 11:30:00;98,89;99,27;0
2019-01-02 11:35:00;108,97;110,04;0
2019-01-02 11:40:00;99,96;102,1;0
2019-01-02 11:45:00;100,56;99,78;0
2019-01-02 11:50:00;95,48;95,8;0
2019-01-02 11:55:00;97,55;97,21;0
2019-01-02 12:00:00;100,64;100,24;0
2019-01-02 12:05:00;98,96;102,47;0
2019-01-02 12:10:00;97,59;98,9;0
2019-01-02 12:15:00;92;92,21;0
2019-01-02 12:20:00;109,03;109,8;0
2019-01-02 12:25:00;97,12;97,3;0
2019-01-02 12:30:00;99,24;100,23;0
2019-01-02 12:35:00;118,08;115,38;44,1
2019-01-02 12:40:00;111,6;113,52;44,13
2019-01-02 12:45:00;130,7;132,26;44,02
2019-01-02 12:50:00;119,88;123,5;44,06
2019-01-02 12:55:00;109,37;112,68;44,13
2019-01-02 13:00:00;118,18;122,28;44,08
2019-01-02 13:05:00;125,08;129,1;44,05
2019-01-02 13:10:00;127,76;130,24;44,03
2019-01-02 13:15:00;119,92;124,82;44,05
2019-01-02 13:20:00;121,57;126,4;44,05
2019-01-02 13:25:00;120,17;120,62;44,08
2019-01-02 13:30:00;123,96;131,75;44,02
2019-01-02 13:35:00;119,49;127,84;44,05
2019-01-02 13:40:00;124,06;126,69;44,05
2019-01-02 13:45:00;120,89;123,67;44,06
2019-01-02 13:50:00;120,73;121,12;44,06
2019-01-02 13:55:00;108,26;110,18;44,13
2019-01-02 14:00:00;114,68;119,58;44,08
2019-01-02 14:05:00;121,22;121,6;44,06
2019-01-02 14:10:00;118,9;119,27;44,06
2019-01-02 14:15:00;115,63;115,19;44,08
2019-01-02 14:20:00;119,92;125,26;44,05
2019-01-02 14:25:00;112,08;116,65;44,09
2019-01-02 14:30:00;117,58;119,28;44,06
2019-01-02 14:35:00;122,23;123,07;44,02
2019-01-02 14:40:00;115,77;121,4;44,06
2019-01-02 14:45:00;117,57;118,07;44,07
2019-01-02 14:50:00;112,19;117,41;44,07
2019-01-02 14:55:00;108,68;110,58;44,1
2019-01-02 15:00:00;116,07;117,22;44,07
2019-01-02 15:05:00;117,59;121,01;44,04
2019-01-02 15:10:00;108,04;109,21;44,1
2019-01-02 15:15:00;105,35;109,43;44,11
2019-01-02 15:20:00;107,31;108,05;44,1
2019-01-02 15:25:00;102,56;109,93;44,1
2019-01-02 15:30:00;102,15;103,57;44,13
2019-01-02 15:35:00;103,66;105,42;44,12
2019-01-02 15:40:00;113,34;115,93;44,06
2019-01-02 15:45:00;102,12;104,49;44,12
2019-01-02 15:50:00;109,95;112,78;44,07
2019-01-02 15:55:00;110,39;115,16;44,06
2019-01-02 16:00:00;109,33;111,69;44,07
2019-01-02 16:05:00;108,54;109,1;44,08
2019-01-02 16:10:00;106,84;109,4;44,08
2019-01-02 16:15:00;108,86;110,12;44,07
2019-01-02 16:20:00;110,01;114,17;44,05
2019-01-02 16:25:00;112,01;115,41;44,05
2019-01-02 16:30:00;109,1;112,22;44,06
2019-01-02 16:35:00;105,16;106,22;44,09
2019-01-02 16:40:00;105,94;109,63;44,08
2019-01-02 16:45:00;107,62;107,75;44,07
2019-01-02 16:50:00;104,68;105,54;44,08
2019-01-02 16:55:00;105,69;106,84;44,07
2019-01-02 17:00:00;112,54;117,48;44,03
2019-01-02 17:05:00;108,39;111,63;44,05
2019-01-02 17:10:00;108,13;111,69;44,05
2019-01-02 17:15:00;108,32;110,13;44,05
2019-01-02 17:20:00;108,01;108,95;44,05
2019-01-02 17:25:00;113,1;115,73;44,02
2019-01-02 17:30:00;105,37;110,52;44,05
2019-01-02 17:35:00;109,21;113,04;44,04
2019-01-02 17:40:00;111,38;114,06;44,02
2019-01-02 17:45:00;112,97;115,01;44,01
2019-01-02 17:50:00;116,05;115,9;44
2019-01-02 17:55:00;110,97;113,18;44,01
2019-01-02 18:00:00;112,73;112,92;44,02
2019-01-02 18:05:00;117,38;123,9;43,96
2019-01-02 18:10:00;112,61;109,92;44,02
2019-01-02 18:15:00;113,64;114,69;44
2019-01-02 18:20:00;116,67;119,35;43,98
2019-01-02 18:25:00;112,69;116,04;44,01
2019-01-02 18:30:00;114,09;117,48;43,99
2019-01-02 18:35:00;105,38;111,12;44,02
2019-01-02 18:40:00;109,68;113,26;44,01
2019-01-02 18:45:00;113,92;115,73;43,99
2019-01-02 18:50:00;108,55;114,83;44,01
2019-01-02 18:55:00;107,18;114,33;44
2019-01-02 19:00:00;109,97;110,31;44,01
2019-01-02 19:05:00;115,91;117,73;43,97
2019-01-02 19:10:00;114,39;115,86;43,98
2019-01-02 19:15:00;107,71;109,62;44,01
2019-01-02 19:20:00;112,23;117,94;43,97
2019-01-02 19:25:00;115,93;120,02;43,96
2019-01-02 19:30:00;118,57;120,53;43,94
2019-01-02 19:35:00;123,36;124,06;43,91
2019-01-02 19:40:00;110,78;113,95;43,98
2019-01-02 19:45:00;119,16;120,13;43,93
2019-01-02 19:50:00;108,84;108,42;43,99
2019-01-02 19:55:00;112,21;115,63;43,96
2019-01-02 20:00:00;112,87;116,95;43,96
2019-01-02 20:05:00;113,66;114,34;43,96
2019-01-02 20:10:00;119,6;119,44;43,93
2019-01-02 20:15:00;108,29;112,94;43,98
2019-01-02 20:20:00;115,93;117,99;43,94
2019-01-02 20:25:00;113,16;116,3;43,95
2019-01-02 20:30:00;113,63;118,12;43,94
2019-01-02 20:35:00;108,2;109,78;43,97
2019-01-02 20:40:00;114,28;114,96;43,95
2019-01-02 20:45:00;112,17;117,32;43,94
2019-01-02 20:50:00;117,25;119,85;43,92
2019-01-02 20:55:00;114,13;118,37;43,93
2019-01-02 21:00:00;110,89;113,91;43,95
2019-01-02 21:05:00;108,07;111,07;43,97
2019-01-02 21:10:00;110,34;112;43,96
2019-01-02 21:15:00;120,28;121,26;43,9
2019-01-02 21:20:00;106,38;108,8;43,97
2019-01-02 21:25:00;119,72;119,97;43,91
2019-01-02 21:30:00;114,16;115,95;43,92
2019-01-02 21:35:00;110,68;112,9;43,94
2019-01-02 21:40:00;111,61;117,51;43,92
2019-01-02 21:45:00;109,16;113;43,94
2019-01-02 21:50:00;107,63;107,66;43,96
2019-01-02 21:55:00;116,33;117,71;43,91
2019-01-02 22:00:00;108,62;109,8;43,95
2019-01-02 22:05:00;111,43;113,52;43,93
2019-01-02 22:10:00;106,82;108,44;43,95
2019-01-02 22:15:00;108,07;110,5;43,94
2019-01-02 22:20:00;95,72;98,16;44
2019-01-02 22:25:00;103,51;105,78;43,96
2019-01-02 22:30:00;101,93;100,91;43,97
2019-01-02 22:35:00;103,35;108,84;43,95
2019-01-02 22:40:00;103,45;102,91;43,96
2019-01-02 22:45:00;98,63;101,93;43,98
2019-01-02 22:50:00;106,73;109,04;43,93
2019-01-02 22:55:00;97,07;98,59;43,98
2019-01-02 23:00:00;99,72;103,13;43,97
2019-01-02 23:05:00;95,12;98,5;43,99
2019-01-02 23:10:00;92,91;94,49;44
2019-01-02 23:15:00;94,62;97,99;43,99
2019-01-02 23:20:00;93,79;95,36;43,99
2019-01-02 23:25:00;94,06;94,62;43,99
2019-01-02 23:30:00;90,85;91,69;44
2019-01-02 23:35:00;92,44;97,07;43,98
2019-01-02 23:40:00;89,63;89,92;44,01
2019-01-02 23:45:00;91,47;96,09;43,98
2019-01-02 23:50:00;87,73;88,4;44
2019-01-02 23:55:00;90,64;94;43,98
2019-01-03 00:00:00;86,61;89,98;44
2019-01-03 00:05:00;83,09;86,2;44,01
2019-01-03 00:10:00;86,03;88,89;44
